attendance,marks,study_hours,distance_from_home,annual_income,previous_marks,backlogs,assignments_completed,participation,dropout
88,48,5,9,760951,81,0,42,6,0
58,85,2,2,341209,77,1,74,9,0
35,43,4,7,942827,48,3,78,9,1
78,62,4,7,291506,41,2,89,1,0
69,39,6,14,391199,31,3,60,7,1
94,93,5,5,368260,46,0,46,6,0
98,93,4,8,417629,32,3,93,4,0
56,91,6,18,757767,50,4,65,3,1
35,97,6,6,786954,80,3,62,9,1
42,72,6,14,690709,39,4,71,5,1
93,88,4,18,853091,84,1,41,8,0
91,81,4,17,614126,65,4,78,4,0
48,48,4,9,397555,80,3,41,4,1
72,50,3,13,486259,46,3,78,6,0
49,51,6,16,307733,90,3,85,6,1
97,38,3,10,318102,42,0,54,3,1
73,38,2,10,199772,94,1,55,2,1
52,56,4,4,286516,77,4,95,9,1
31,46,7,12,452265,99,2,65,2,1
51,73,5,8,842941,76,4,47,9,1
86,74,1,15,319055,39,3,55,8,1
36,37,2,19,998102,86,2,60,7,1
85,47,7,15,598535,42,2,78,5,0
96,62,1,8,781598,90,4,50,3,1
45,30,1,8,204627,87,4,63,2,1
80,35,4,19,797063,97,4,75,8,1
41,70,5,9,266268,58,4,57,2,1
82,84,1,17,832581,45,1,62,8,0
34,34,6,8,899170,92,0,52,5,1
56,88,7,12,738471,76,0,88,9,0
41,47,1,15,902204,72,4,83,4,1
46,78,2,4,427414,52,0,89,8,0
35,94,5,6,941411,59,4,81,7,1
34,83,5,16,872528,86,4,78,8,1
86,90,1,5,281410,59,4,83,5,0
57,37,5,13,213585,96,1,83,2,1
98,32,2,15,557767,85,3,97,7,1
88,54,7,17,352669,53,0,84,3,0
62,98,2,5,299439,37,0,40,2,0
91,84,2,19,251117,73,1,46,3,0
79,69,6,7,314740,63,1,87,4,0
48,79,4,3,307663,64,4,87,7,1
98,62,1,13,648606,79,4,60,1,0
95,47,7,14,420602,46,3,55,6,1
76,86,5,16,507011,31,0,87,6,0
68,45,2,13,468000,83,1,53,8,0
97,67,1,2,709472,73,3,82,2,0
62,70,7,14,753077,78,0,90,2,0
42,36,7,7,121747,31,3,82,1,1
83,82,1,5,877939,99,3,41,3,1
36,92,4,14,319842,38,4,70,7,1
43,61,6,9,278445,30,3,78,8,1
48,67,5,10,786920,98,4,48,7,1
83,51,6,7,111282,38,0,80,9,0
49,45,7,14,527047,43,0,53,8,1
58,81,5,14,163073,56,4,97,8,1
53,58,7,2,778403,38,2,49,2,1
92,45,2,17,342720,65,3,87,1,1
86,46,2,4,558538,32,0,63,6,1
37,93,1,13,415044,52,3,89,7,1
91,42,5,18,907361,59,2,72,6,0
58,85,5,3,607418,48,3,95,7,1
46,34,7,19,135500,96,2,73,8,1
95,41,6,5,888304,79,1,59,2,1
35,70,2,1,268560,77,2,67,1,1
87,32,3,9,429649,32,0,43,8,1
98,62,1,8,387604,95,4,73,8,0
57,79,5,3,112155,56,4,43,8,1
91,85,4,2,477150,69,3,94,7,0
70,38,4,1,980360,47,1,45,2,1
98,79,3,12,759077,56,3,97,4,0
70,58,2,13,750363,40,2,61,9,0
78,68,2,10,756734,68,4,43,8,0
78,74,2,17,777186,48,2,89,4,1
32,46,6,11,477282,36,4,44,8,1
39,85,7,5,244499,86,4,50,6,1
64,75,4,9,164442,31,4,84,9,0
31,96,2,13,582316,67,0,74,1,0
53,98,4,11,527924,34,2,58,6,1
67,43,3,4,987103,65,3,91,4,1
51,96,1,11,779631,97,1,50,3,1
55,52,7,9,294644,86,3,50,5,1
72,90,6,7,903063,49,2,92,8,0
84,52,5,16,644175,34,1,66,6,0
68,56,3,5,616663,53,3,41,1,0
58,83,7,6,649547,59,1,93,6,0
49,39,4,19,197932,57,2,86,7,1
70,45,3,1,682275,82,4,93,6,1
83,70,5,16,804990,80,2,47,3,0
49,84,7,18,905576,36,0,73,9,0
48,90,6,13,833551,71,1,79,4,0
95,78,1,1,861632,64,2,95,5,0
59,81,5,10,542276,63,4,59,5,1
82,31,7,7,810452,83,4,62,3,1
63,79,6,5,776196,58,2,54,2,0
51,72,4,13,868407,39,3,87,8,1
96,37,5,16,331602,56,2,52,7,0
35,88,3,14,406600,42,4,94,5,1
56,94,2,11,267452,71,2,70,1,1
39,41,3,19,220250,66,0,88,1,1
77,33,4,2,439879,90,3,85,8,1
99,70,7,8,601554,50,2,53,4,0
88,36,1,13,898001,32,4,40,4,1
88,98,5,7,487438,37,2,95,9,0
31,98,7,12,854723,99,2,66,2,1
58,59,1,8,609548,46,1,72,5,1
97,35,4,16,252721,39,2,74,6,0
94,48,5,18,970163,42,0,93,6,0
55,95,6,19,982564,41,4,95,3,1
39,39,6,4,200497,95,1,54,6,1
82,45,7,12,913435,52,2,44,5,0
88,66,3,16,509767,94,3,76,8,0
51,61,7,17,214432,81,0,43,4,0
80,76,3,4,254898,90,0,85,3,0
77,72,4,9,464630,55,0,59,6,0
50,65,6,5,255801,44,1,78,9,1
51,55,5,17,544912,51,2,61,8,0
59,39,6,17,141274,94,0,63,8,1
54,60,3,2,138718,55,2,86,3,1
57,58,7,2,525569,50,3,50,1,1
94,34,4,7,665970,53,2,85,3,1
74,30,6,4,130653,45,2,45,3,1
97,32,4,13,357583,61,2,66,6,0
36,96,6,11,245213,45,4,49,3,1
78,64,7,3,504753,71,1,78,2,0
38,44,1,2,130401,61,2,49,9,1
65,96,7,16,782747,79,0,85,6,0
30,59,6,3,705978,70,4,65,5,1
39,72,3,15,462757,53,2,76,3,0
65,89,7,17,761990,42,4,93,7,0
75,69,5,16,536677,39,1,72,7,0
61,94,3,7,573530,71,4,90,4,0
61,58,3,16,406437,70,0,99,2,0
35,48,3,5,899848,32,2,47,2,1
77,32,4,2,740999,84,0,90,8,0
67,65,2,1,477181,45,3,88,4,0
46,72,2,13,453079,73,4,90,7,1
56,44,1,16,556660,59,4,67,3,1
83,70,3,5,370504,66,4,87,9,0
79,65,2,3,636299,89,1,75,9,0
64,62,1,15,140721,53,0,79,7,0
54,34,4,16,881654,55,3,64,7,1
57,43,3,11,922501,87,1,75,1,1
44,97,5,19,415414,38,1,52,8,1
33,76,4,18,111227,90,2,99,2,1
56,83,1,9,139587,48,3,46,8,1
55,33,4,8,686008,57,4,40,2,1
48,38,5,19,430449,36,4,48,1,1
46,82,4,5,438172,74,2,98,8,0
72,89,1,17,415795,92,4,67,4,0
70,75,5,5,413476,66,0,75,6,0
71,83,5,14,299953,45,4,85,1,0
79,66,4,7,954633,34,0,69,9,0
69,52,5,9,929984,58,2,48,7,0
68,56,7,17,308974,81,2,69,5,0
52,99,4,3,748226,52,0,74,6,0
81,95,3,8,741518,35,4,86,3,1
76,90,5,13,568077,65,2,66,9,0
92,80,4,16,193758,86,2,68,2,0
98,79,3,10,943732,62,0,44,1,0
72,48,5,18,913383,78,2,40,1,1
77,30,3,3,906696,70,4,82,2,1
63,69,6,12,119121,84,2,90,6,0
69,61,5,16,446495,55,0,44,6,0
90,51,6,18,412683,66,4,93,9,0
79,95,1,17,603015,46,3,68,4,0
96,69,1,7,785671,61,0,95,8,0
91,67,4,19,797757,57,3,56,4,0
87,77,2,8,775109,54,2,90,3,0
62,84,6,17,129218,76,4,88,4,0
45,84,6,7,799493,51,2,76,1,0
77,80,1,1,931299,90,4,63,9,0
39,89,6,8,101316,73,1,91,5,0
67,37,2,19,137972,49,2,66,7,1
48,97,3,10,973356,79,2,48,3,1
65,38,3,12,821580,76,2,93,5,0
88,31,2,1,454844,76,0,77,4,0
92,99,6,4,597960,80,4,98,7,0
75,88,6,4,229079,84,4,92,5,0
32,48,6,9,308343,68,4,52,2,1
94,57,7,15,332463,43,0,65,3,0
37,43,4,15,273707,98,4,92,8,1
80,53,5,7,806625,76,2,50,3,0
35,73,2,12,281181,50,3,94,7,1
68,85,2,3,990514,44,1,63,5,0
89,80,7,9,279869,30,4,94,7,0
57,61,2,14,501295,39,0,72,9,1
83,79,2,13,685175,52,0,88,7,0
66,70,7,12,777772,47,4,97,6,0
38,95,2,1,613604,87,3,45,1,1
85,54,6,19,922294,81,4,74,4,0
88,90,7,16,489821,75,0,55,8,0
31,95,4,12,840087,42,1,52,1,1
90,71,1,10,770181,46,3,83,6,0
87,94,6,2,435262,96,4,96,2,0
89,65,6,18,174548,90,1,50,9,0
69,38,5,13,264727,94,4,62,8,1
65,65,7,6,204319,82,3,41,9,0
66,67,1,12,285648,34,0,99,9,0
47,62,2,4,884560,61,3,69,2,1
92,71,1,1,180066,74,2,58,2,0
51,90,4,11,579129,85,4,79,9,1
40,75,3,8,346635,34,1,84,2,1
87,90,6,2,931653,63,1,85,4,0
86,47,7,2,973621,90,3,86,2,1
33,99,7,16,730100,91,3,88,1,1
36,44,1,1,316988,98,3,54,7,1
90,77,5,4,285517,92,1,92,5,0
83,42,4,6,192326,73,0,81,3,1
97,72,3,14,239972,57,1,72,8,0
30,89,4,15,333041,99,0,83,5,0
84,86,7,7,113891,42,3,80,1,1
32,46,2,7,995072,72,2,94,9,1
67,79,3,18,770374,59,1,44,5,0
30,61,7,2,958515,55,3,61,3,1
67,51,5,15,400108,92,1,66,6,0
58,84,3,1,588684,86,3,86,8,1
34,86,7,17,669027,93,1,74,2,0
50,42,5,13,479015,78,4,58,3,1
96,76,2,12,972231,81,1,78,7,0
76,91,5,15,315928,92,4,46,2,1
64,83,4,5,868880,42,0,78,5,0
97,58,1,7,798734,74,1,73,9,0
98,51,4,8,139459,75,0,73,7,0
30,94,7,14,893477,70,2,66,3,0
97,58,7,4,405399,75,4,83,2,0
41,77,6,14,676253,30,1,44,9,1
89,34,4,10,887669,97,0,43,9,1
56,64,3,16,152195,41,3,46,9,1
85,75,2,11,479919,64,0,87,3,0
52,64,6,14,136326,62,1,42,1,1
54,74,6,14,236365,87,2,60,9,0
50,42,6,2,649562,64,4,73,7,1
90,39,7,13,512453,75,3,88,2,1
92,95,1,3,456064,95,0,48,6,0
81,99,5,18,982961,73,1,59,9,0
54,54,3,4,773589,55,1,79,8,0
84,73,7,19,597882,71,4,51,6,0
75,89,2,16,703135,59,3,78,6,0
61,76,7,4,357966,61,0,85,8,0
84,69,1,19,418862,65,0,67,9,0
34,36,7,15,955150,48,0,87,8,1
65,75,7,1,605818,51,4,72,1,0
78,52,4,16,673903,94,4,49,2,1
87,75,2,15,742836,86,3,50,6,0
68,42,6,16,171296,40,0,46,8,1
90,50,2,1,959228,55,0,57,4,0
38,30,2,17,343083,77,3,58,4,1
35,48,4,5,436795,48,3,53,2,1
64,89,5,5,545990,41,3,56,1,1
68,62,7,7,107076,96,1,62,9,0
51,33,3,13,442494,85,3,58,7,1
70,32,6,12,940350,47,2,93,9,1
34,81,5,4,498009,34,4,99,2,1
71,57,1,4,359040,53,3,84,5,0
96,99,7,6,936960,67,1,94,2,0
59,99,6,15,479647,96,2,42,7,0
86,84,3,19,166798,99,1,73,9,0
58,86,7,6,109319,81,1,64,3,1
66,45,1,12,506410,68,1,80,1,1
42,53,4,14,512525,88,1,70,4,0
61,98,5,18,289468,55,0,78,4,0
75,70,7,12,849656,94,4,53,6,0
52,76,6,15,389142,77,0,76,5,0
74,98,2,19,103468,82,2,91,5,0
46,60,3,8,212178,38,0,86,9,1
95,59,7,9,243723,34,2,59,1,0
35,47,6,5,513621,90,3,71,8,1
47,73,2,5,769842,50,2,72,8,0
51,56,6,6,890841,92,0,91,8,0
62,55,7,3,166083,49,0,70,3,0
59,89,1,5,334267,87,2,46,8,1
61,47,2,1,185443,74,0,44,2,1
71,85,2,11,909858,51,2,96,8,0
39,60,6,1,994457,92,1,43,8,0
65,88,4,7,941189,59,4,50,3,1
63,31,7,15,245508,92,2,58,4,1
57,68,4,17,902922,73,1,77,9,0
40,90,5,8,616952,96,1,59,9,0
68,92,1,2,676424,87,1,66,9,0
76,47,4,13,260034,94,1,68,6,0
48,46,6,12,596988,65,2,57,1,1
44,68,7,5,522504,35,0,76,8,1
57,83,4,13,384380,66,1,91,9,0
53,64,5,6,245995,84,3,86,8,1
38,40,3,15,286963,88,1,92,1,1
76,90,5,11,506480,67,0,99,6,0
62,73,2,4,953579,54,0,64,9,0
91,97,7,1,894360,62,4,59,9,0
48,54,2,15,789918,42,4,45,7,1
96,77,4,12,418513,67,1,75,7,0
69,61,4,9,428547,87,1,88,4,0
76,33,5,11,983657,49,4,54,7,1
94,67,5,5,407357,46,1,57,5,0
58,92,6,7,198631,53,3,77,5,1
79,76,1,8,628104,55,2,95,1,0
42,30,6,1,984594,69,4,64,2,1
30,32,2,1,409982,61,4,59,9,1
63,91,6,3,352536,66,0,61,2,0
77,93,5,8,359525,89,1,90,2,0
77,46,7,11,766933,86,4,51,9,1
78,91,6,1,839835,87,4,80,3,0
93,64,3,14,165364,96,3,79,2,0
90,42,1,1,506373,51,1,99,7,1
58,64,5,6,895754,87,2,86,9,0
68,72,7,6,743312,78,3,72,6,0
55,31,4,3,364626,78,2,68,7,1
46,85,6,10,922299,71,0,41,3,1
42,80,5,12,880991,69,4,65,3,1
98,83,4,10,865176,75,3,96,8,0
55,45,4,2,441355,51,2,71,7,1
78,47,2,13,458100,50,1,97,5,0
96,36,2,16,994484,80,0,42,6,0
36,74,7,13,308343,43,0,69,9,1
87,65,5,4,613690,38,4,58,3,1
78,70,7,4,965818,47,4,49,3,1
82,71,5,11,106732,42,2,64,6,0
94,36,3,14,271825,46,2,85,8,1
91,44,1,3,866364,54,0,58,5,1
46,89,1,19,335430,83,2,97,1,1
72,69,5,1,346328,45,4,99,3,0
54,66,2,5,134422,53,0,82,8,0
32,95,6,17,701252,52,0,60,4,0
58,84,7,1,156284,70,1,45,9,1
61,85,3,19,752863,62,1,90,6,0
55,73,1,19,635599,71,2,53,4,1
45,86,5,4,824629,77,2,97,4,0
54,35,2,19,611133,47,4,47,5,1
83,61,2,6,532795,92,4,41,7,0
57,47,2,15,304950,40,1,93,7,1
85,97,7,4,438144,53,0,57,7,0
94,36,6,1,279586,90,3,96,5,1
70,37,4,17,931743,93,3,61,9,1
80,93,7,11,110300,65,2,96,2,0
58,36,6,17,689663,82,3,69,8,1
48,70,2,1,920995,76,3,75,8,1
95,69,5,9,542176,81,1,67,3,0
70,32,3,14,745515,86,0,74,5,0
74,46,6,15,179244,52,4,41,8,1
44,95,5,1,490305,88,1,95,9,0
32,81,7,2,783450,98,4,75,7,0
40,51,7,18,738975,85,1,57,4,0
82,33,2,18,116328,71,1,82,4,0
75,35,3,6,519870,47,3,48,3,1
59,67,1,8,761574,62,4,67,8,1
86,55,1,1,288812,32,1,47,6,0
47,40,7,15,921809,57,3,92,6,1
80,46,5,10,256806,30,2,47,9,1
77,60,3,4,452401,92,4,44,3,1
95,64,5,10,642898,76,1,52,4,0
37,45,3,11,572374,66,2,46,3,1
51,47,3,5,259947,77,3,60,3,1
35,91,7,9,155082,48,1,68,1,1
86,56,5,5,647514,43,3,76,6,0
65,64,7,11,914109,96,3,84,9,0
86,74,3,3,241370,94,3,91,5,0
78,64,6,4,397992,55,4,87,2,0
74,57,2,10,723579,39,2,53,4,0
95,38,3,7,486371,99,2,76,6,0
74,44,6,1,950086,72,0,94,7,0
49,50,3,6,904176,99,1,90,7,0
93,81,6,8,778794,88,3,43,4,0
96,64,5,17,205850,32,1,95,5,0
32,80,1,7,934433,34,2,61,4,1
83,84,4,1,159633,66,2,95,6,0
93,73,3,9,673205,81,3,50,7,0
69,94,4,11,966236,95,4,73,2,0
88,54,3,19,802105,92,3,84,3,0
84,76,5,2,363051,36,3,55,8,0
91,85,5,11,977727,82,0,48,7,0
33,67,6,3,813962,35,4,55,1,1
89,40,3,17,506980,36,1,78,4,1
59,96,5,10,517625,73,4,55,5,1
31,44,5,3,130172,47,3,70,3,1
91,30,3,3,486080,83,3,70,4,1
78,36,6,7,331831,58,3,52,7,1
38,30,6,2,727800,54,3,44,8,1
60,78,6,1,795902,92,3,98,9,0
90,58,6,7,148196,97,4,86,2,0
77,55,1,11,955333,42,3,78,4,0
54,74,3,6,519052,61,2,57,1,1
65,41,7,4,761311,56,2,98,3,0
37,61,1,19,377319,80,0,59,8,1
87,49,5,19,504243,63,1,94,7,0
74,80,1,14,207809,57,2,41,8,0
91,65,7,3,437774,59,0,79,6,0
68,96,7,4,975049,38,4,69,5,0
87,30,7,8,767527,42,1,49,9,1
93,56,6,18,305377,93,3,81,5,0
73,69,5,4,516276,67,3,50,9,0
58,43,1,11,227310,51,4,92,4,1
88,98,1,16,428700,60,1,68,5,0
38,35,3,3,988580,71,2,92,1,1
35,62,1,7,857237,91,1,79,6,0
58,84,5,2,110485,93,0,55,3,1
87,48,6,1,465890,38,4,87,2,1
46,58,3,1,876106,73,2,67,6,0
45,90,1,6,730543,92,1,56,1,1
32,99,3,19,633090,69,1,77,9,0
50,53,4,7,600040,70,2,89,5,0
93,52,3,5,919746,79,0,88,7,0
65,39,7,18,878578,49,0,83,9,0
91,83,6,13,905997,99,1,54,9,0
71,70,7,1,193153,71,3,70,7,0
71,78,4,10,977577,62,2,46,4,0
90,46,7,9,930665,92,0,99,4,0
42,85,4,17,579123,86,0,85,7,0
40,74,3,1,934816,94,0,69,8,0
83,59,5,1,283557,81,4,75,7,0
45,73,6,7,315732,35,3,88,4,1
37,84,5,4,964685,36,0,65,4,0
88,48,6,12,606945,38,3,50,8,1
86,58,6,16,137669,90,1,98,9,0
69,31,7,14,950531,63,1,45,7,0
88,65,7,10,728300,64,4,81,3,0
31,48,5,14,233154,49,3,68,1,1
39,36,2,7,749166,87,2,67,5,1
73,55,4,4,257333,89,4,54,6,0
40,67,7,2,841866,83,0,68,9,0
31,32,7,18,109795,64,1,45,5,1
79,95,7,16,407453,76,1,87,1,0
41,72,3,9,816816,75,2,51,4,1
52,91,5,5,853924,33,4,90,2,1
47,53,5,9,120180,39,3,55,4,1
91,68,7,8,408479,69,1,85,7,0
91,97,3,16,979319,84,0,77,9,0
67,73,7,18,597502,69,2,97,3,0
96,34,4,4,883783,52,2,48,3,1
67,84,3,16,526484,44,2,61,4,1
96,59,7,4,821911,34,0,72,7,0
90,58,6,6,339901,69,2,65,6,0
30,55,2,3,255561,47,3,93,5,1
74,55,6,18,814758,50,3,79,4,0
57,66,2,15,746640,32,4,46,8,1
50,82,3,8,464411,75,4,85,4,1
42,59,6,18,809830,82,3,71,3,1
56,32,4,3,439546,49,0,79,7,1
36,72,6,6,210551,88,4,82,2,1
51,36,5,15,987442,50,2,99,4,1
82,78,2,12,180808,80,3,63,8,0
33,70,2,5,745111,54,1,80,4,0
52,83,7,7,525377,97,0,90,7,0
99,98,4,15,220469,39,0,78,2,0
62,56,2,7,822995,96,3,77,5,0
57,37,2,13,434066,38,1,89,4,1
37,61,7,3,433018,58,0,76,9,0
30,93,4,13,422505,66,4,58,7,1
66,39,6,3,173836,67,1,82,9,0
92,42,3,2,291838,88,2,44,7,1
51,92,6,4,252472,86,4,69,2,1
99,64,5,17,911073,89,1,98,2,0
50,90,5,6,807593,57,3,64,2,1
64,83,2,11,694121,57,0,69,5,0
34,37,5,6,351673,75,4,95,1,1
89,58,3,2,512548,96,3,64,7,0
75,70,2,17,483043,84,1,48,2,0
79,59,7,3,213398,67,2,66,4,0
77,50,5,12,508417,47,0,63,9,0
35,40,7,14,538598,92,0,79,8,1
85,31,1,2,670417,34,4,82,2,1
88,79,1,5,920240,73,3,98,4,0
58,70,1,10,702634,58,1,93,4,1
47,95,7,10,173524,43,1,77,2,1
31,32,1,9,680913,87,3,54,2,1
37,80,6,13,402471,73,0,77,5,0
83,97,1,10,250651,47,3,65,4,1
67,54,2,6,645771,36,1,93,8,0
77,59,4,11,957312,91,3,69,4,0
56,40,6,4,108947,74,0,50,8,1
49,46,4,14,240605,45,4,68,5,1
41,55,2,17,802936,93,0,54,1,1
72,52,2,2,403060,66,2,83,9,0
90,85,3,10,540139,54,2,48,8,0
60,81,6,3,573945,38,3,81,1,0
90,77,4,7,749756,84,0,68,3,0
96,49,1,7,560133,57,0,54,3,1
64,31,2,1,351362,38,1,56,5,1
44,60,1,8,369156,41,4,55,7,1
45,56,4,1,115213,47,0,97,1,1
42,31,7,8,246284,85,3,61,1,1
64,33,6,14,195660,87,1,79,6,0
88,42,5,14,946620,80,1,88,5,0
50,64,7,2,670864,61,3,82,3,1
83,95,7,8,372855,77,3,50,3,0
59,35,5,19,349486,37,0,77,4,1
77,60,2,10,606693,59,0,64,2,0
64,39,3,7,871935,55,1,93,9,0
67,50,1,13,895947,53,1,69,4,0
60,52,2,15,251265,56,4,41,3,0
53,32,3,11,298739,68,1,40,7,1
78,61,1,14,757784,95,3,91,9,0
61,49,4,11,668632,80,3,77,2,1
84,58,7,2,294164,79,4,97,6,0
87,81,7,2,580575,74,2,97,5,0
32,75,5,12,946027,62,2,96,1,1
98,63,3,15,547842,48,3,76,7,0
39,90,1,17,371344,42,2,94,1,1
54,99,2,14,805829,51,2,93,9,0
97,40,1,16,778391,49,4,93,4,1
90,92,2,8,234288,34,1,48,8,0
58,50,7,17,886448,61,1,44,1,1
48,32,5,5,202974,59,2,89,5,1
72,39,5,12,519594,55,0,63,3,0
95,56,1,6,200927,33,4,66,4,0
90,41,1,18,441030,96,2,69,4,1
72,36,2,5,739105,72,0,90,8,0
54,46,2,6,769810,59,0,54,3,1
49,94,3,9,494689,45,4,86,1,1
77,93,7,15,387669,68,1,48,5,0
53,55,3,10,521788,70,3,85,2,1
40,44,3,17,928460,60,0,76,6,1
84,62,1,19,792439,78,3,69,4,0
57,91,6,12,814327,42,3,88,9,1
98,76,6,9,676335,70,4,54,7,0
92,64,6,15,392254,57,1,59,2,0
88,94,6,14,463184,93,4,96,7,0
34,54,3,1,219786,48,0,88,8,1
80,86,1,17,716712,54,1,95,3,0
50,61,6,1,233018,67,2,95,3,0
41,92,5,13,515159,32,1,64,2,1
79,41,4,8,878856,31,4,48,1,1
33,92,5,13,115740,34,4,84,3,1
71,30,1,16,585197,90,3,61,7,1
67,80,1,2,214988,49,2,52,9,0
54,99,4,13,174712,67,1,76,9,0
43,37,2,18,981834,65,2,99,6,1
61,97,2,3,537867,75,3,67,6,0
40,34,2,13,661557,66,2,53,5,1
90,68,3,19,570370,83,2,69,2,0
47,52,2,13,845632,50,1,78,7,0
56,97,7,19,400826,50,2,96,1,1
84,81,3,4,744647,99,3,44,6,0
83,33,3,19,255673,89,0,51,4,1
50,76,2,18,919282,65,0,74,3,1
73,50,2,6,141132,40,4,80,1,1
34,85,4,19,543366,60,0,81,6,0
70,95,6,4,236876,66,1,40,7,0
88,88,4,4,352697,89,4,85,1,0
83,36,3,7,709349,90,0,40,1,0
51,78,4,7,152034,96,0,81,7,0
94,45,3,16,407205,58,4,82,6,1
93,46,1,16,516962,96,1,99,7,1
33,63,3,5,440492,96,4,59,8,1
94,62,3,15,332460,45,1,73,8,0
44,55,4,4,780696,74,1,94,9,0
51,95,6,13,739180,63,3,73,9,1
76,92,1,19,670240,73,0,94,7,0
75,70,5,7,982428,71,0,63,9,0
43,87,5,12,278215,64,2,67,6,0
79,39,6,9,580420,59,4,50,9,1
49,44,5,17,488126,82,3,47,2,1
79,71,1,2,683667,87,0,74,2,0
62,86,2,16,789680,57,2,80,6,0
88,46,1,7,992552,44,3,97,3,1
72,89,4,18,227852,67,1,55,2,0
41,38,7,7,460255,79,0,97,8,1
69,65,3,1,592344,42,4,55,7,1
49,65,3,3,660804,64,3,81,8,1
67,77,4,11,290861,53,2,45,6,0
32,80,4,15,433258,94,4,59,9,1
57,99,7,3,875960,47,1,95,9,1
85,97,7,13,858861,87,4,91,2,0
42,51,3,4,161240,55,2,91,5,0
95,35,7,8,403942,58,1,50,9,0
66,55,7,4,317687,73,2,47,3,0
78,32,7,18,549136,34,0,59,5,1
95,81,6,7,166473,62,2,71,8,0
65,89,2,11,296398,34,4,72,2,1
83,92,7,4,750099,65,0,45,6,0
55,94,2,13,819234,42,0,67,4,0
69,81,2,9,209806,54,3,47,6,0
72,43,4,9,758411,87,4,53,3,1
51,97,7,19,725497,31,4,42,6,1
49,57,3,3,983310,65,1,41,7,1
37,39,6,12,552697,54,2,61,3,1
58,86,3,11,557088,63,2,72,5,0
69,95,7,11,177774,41,4,82,8,0
59,79,3,17,389930,48,2,60,2,1
84,43,7,14,719492,66,4,45,7,1
45,45,6,16,299302,30,0,79,1,1
75,83,1,10,300203,89,2,46,7,0
91,72,6,4,756627,96,2,45,1,0
36,71,1,10,559173,78,4,89,4,1
74,51,5,12,293717,75,4,83,4,0
88,97,1,9,643938,77,1,47,5,0
85,48,2,15,893449,97,2,63,2,1
77,95,2,9,503065,48,3,66,6,0
56,68,6,7,872148,69,4,92,6,1
82,48,2,12,844409,35,3,90,8,1
64,45,2,14,424597,92,0,67,1,1
80,83,5,16,542333,64,0,98,4,0
66,54,2,19,550463,90,3,95,2,0
86,47,4,3,538115,34,0,44,8,1
37,52,4,11,692050,66,3,58,4,1
49,40,4,19,759748,40,1,48,8,1
82,68,1,8,167958,69,1,64,2,0
41,97,6,8,271066,94,0,83,4,0
78,54,6,3,570929,37,3,86,9,0
46,92,3,10,701856,40,3,94,5,1
93,59,5,13,603028,87,3,84,6,0
71,74,4,9,959284,77,0,95,9,0
58,90,4,6,233915,42,3,52,9,1
48,80,2,15,652303,89,4,92,7,1
40,38,4,16,326709,78,3,92,2,1
79,31,2,5,146546,96,4,76,7,1
87,34,2,13,937487,36,1,41,9,1
63,91,3,19,988960,54,4,90,2,0
49,98,1,2,324478,52,1,79,7,1
79,81,2,6,727571,80,0,53,7,0
39,34,2,1,875411,76,1,70,3,1
61,88,6,15,411721,34,1,45,6,0
81,97,3,15,266241,42,3,64,8,0
44,38,2,14,272781,71,2,78,8,1
32,51,5,7,391559,34,1,85,3,1
66,56,1,5,508901,52,4,70,6,0
69,39,5,16,378107,91,0,77,2,0
69,90,4,17,785058,30,4,55,2,1
85,80,1,11,162415,83,0,66,8,0
52,39,4,15,156400,32,4,69,5,1
40,35,6,16,476875,93,1,43,5,1
93,91,7,3,155450,80,2,78,4,0
37,34,7,6,973394,31,1,55,4,1
85,99,7,13,564787,78,3,75,8,0
89,92,2,1,827967,60,4,46,3,0
39,85,3,14,513794,32,2,60,3,1
68,88,5,2,586796,64,4,41,8,0
57,92,4,2,742927,65,3,94,3,1
78,88,2,15,653130,93,3,47,2,0
65,80,7,18,902963,61,3,81,5,0
42,79,5,9,495386,47,1,66,3,1
65,33,5,3,583439,63,1,41,6,1
55,77,6,4,334494,85,2,45,7,1
33,61,6,15,483987,96,3,43,3,1
93,80,7,5,762657,82,1,60,9,0
67,81,4,5,628451,96,0,40,1,0
51,63,7,10,665082,95,0,77,7,0
31,65,7,16,141787,93,1,99,4,0
60,99,2,12,470392,96,2,51,7,0
40,72,3,14,943651,68,4,66,9,1
75,45,7,11,201243,67,3,53,9,1
91,88,4,19,996656,69,1,54,1,0
98,82,5,6,648736,48,2,63,4,0
93,48,5,10,824512,34,4,57,7,1
39,70,1,3,852644,98,2,56,6,1
69,76,7,15,942869,43,4,48,9,1
53,83,2,11,652587,78,0,86,7,0
73,84,1,2,601989,93,4,57,3,1
89,48,6,6,701381,86,0,95,7,0
91,91,3,17,269720,64,3,92,5,0
46,88,4,18,749401,34,1,57,2,1
94,94,7,4,985749,68,0,44,3,0
86,97,5,9,621068,53,2,87,6,1
84,57,2,10,500607,69,4,48,6,0
82,47,5,2,346935,79,2,93,7,0
85,55,7,11,437035,87,0,74,6,0
38,48,6,11,556046,30,2,83,9,1
51,84,1,11,563999,72,4,95,5,1
42,86,7,1,402430,68,1,85,5,0
77,35,1,14,302898,39,2,40,8,1
47,30,4,1,592828,31,3,80,8,1
69,37,2,9,863348,92,4,48,1,1
46,80,6,1,453497,45,4,71,3,1
44,54,2,4,735315,66,3,59,6,1
44,76,4,1,924027,45,0,52,6,1
